review_id,rating,review_text,review_date
2246,3.0,"I'm not sure why but my first visit to the park wasn't that much exciting or thrilling, Went on the 2 Roller coasters, they where okay, but the park it self just seemed it was missing an atmosphere. The food in the restaurants was fantastic tho.  Not sure I'll be revisiting next year as £220 for 2 roller coasters a bunch of out dated simulators lol.  Anyhow, I'm sure I'll return in years to come when they have a huge renovation.  This is not so much of a dig at universal, I was just expecting more from what I've herd from others.",2017-11-02
2247,3.0,"Out of all the parks I prefer this one. The fast pass is essential if you want to get on more than 1 ride otherwise 90 mins in a queue. Still extremely busy but much better than MK, MGM etc. We had tickets for Halloween. It was 'Ok worth the extra money, emmm not sure. I think it could have been alot better. Queuing for the haunted houses for over 60 mins a time gets tedious after the first 3 houses ( so 3 plus hours for what equated to about 6 mins of being inside. Watching other people's reactions was funny but came predictable. I gave up after 4 houses...the best for me was the hive. Universal is the only park out of all of them I would again ( 2nd time in 10 years ) however not a lot has changed. But it's the best of a bad bunch so to speak.",2017-11-06
2248,5.0,"2 weeks in Florida and it was the only park we wanted to do twice! It's absolutely amazing, awesome and we had a ball there. Queuing was easy we went early both days and did every ride with only a 5 minutes wait, Hogwarts is unbelievable, the express train was fantastic taking us to Hogsmeade, the rides were totally brilliant were big HP fans and the attention to detail in both parks was just fantastic. Our son is 7 and was so disappointed at Magic Kingdom but absolutely thrilled to bits with Universal we were totally chilled enjoyed every second of both days. Hulk, Spider-Man, Kong, return of the mummy and Transformers all amazing rides, Dr Doom was untrue, Fantastic park worth every penny.",2017-11-07
2249,5.0,"I must admit that this is an awesome vacation spot. It is good for the whole family and kids. There are plenty of rides. I have taken MIB alien, Harry Potter and few other rides. They are all very good. Of course some are not good for the sick and weak. Lot of good food and happy faces. Its an happy place.",2017-11-07
2250,5.0,"The whole concept of this park, is based on some highly popular movies. The rides are really good, but a lot of them are based around 3d or motion simulators. If like me you suffer from motion sickness on simulators you will probably not totally enjoy all the rides on offer. Don't despair though there are a couple of the more traditional rollercoasters to be found. The Rip Ride Rocket is brilliant and is a ""must do "" ride. Also try The Mummy's Revenge as that's quite good as well. A visit to the Harry Potter section is an essential visit but be warned that it is very busy and should not be rushed as there is so much to see and yes there is a ride to experience. Make sure that you have a Two Park ticket so that you can ride the Hogwarts Express over to Islands of Adventure to visit Hogwarts itself. Food is varied and I'm sure that there is something for every palate. One of the best shows is the Blues Brothers and this takes place out in the street and you really must make time to watch it as it's brilliant. Overall this is a really good park and well worth a visit or even two.",2017-11-08
2251,4.0,"I love Universal Studios. It's a very funny and special place. But I think so, it's time to change some attractions, some are already boring. Not to mention that on some occasions you find several professionals discouraged and moody.",2017-11-08
2252,5.0,"For older children and adults, there is no place that can beat Universal Studios Orlando. We traveled with another family in October, the weather was around 82 every day with less humidity and only one half day of rain out of 6 (pack your dollar store ponchos and put them in your purse for this reason!). We stayed at the resort, so ease of moving back and forth between the hotel and arks was great, and we had express passes included, which meant we literally had no wait time on at least 90% of rides. On the few we had to wait for the max was 20 minutes. We rode everything, did everything, ate anywhere we wanted (no reservations needed) and well, had a wonderful vacation! Again, bring the tiny dollar store ponchos in case of a pop-up raincloud, bring a folded up plastic bag to throw belongings in for Popeye's Bilge Rat Barges in Islands of Adventure, keep your bags small to fit in the lockers required for may rides, wear comfortable shoes, and bring an empty water bottle to fill at the water fountains to stay hydrated, and you are good as gold. I cannot say enough about how much I love this place!",2017-11-08
2253,5.0,Go to all three parks and CityWalk. CityWalk has great restaurants nightclubs and stores. It is one of the safest places to go in Orlando. Everyone goes through metal detectors including cast members and hotel guest!,2017-11-09
2254,5.0,"I’m a big Disney fan... but Universal Studio is so well designed, and as a result, I loved this place!!  I have never been to Universal Studio before and I became a huge fan... sorry Disney, but rides were more exciting, each town was designed and well organized! Lockers use the finger print system to recognize you (so no keys are needed), and security system is like an airport. Only negative is Universal is more expensive...(all the merchandise products.., everything’s more expensive than the ones in Disney..!)  Universal collaborates with many stores and restaurants. So you have more variety to choose from. (Disney only have Disney food (burgers and pizza mainly), and Coca Cola’s drink). But Universal has many restaurants inside and outside of the park.  The highlight of the Universal Studio in Orlando was:  Harry Potter (Diagon Alley and Gringotts 3D ride) The Simpson Town Despicable Me 3D ride Revenge of the Mummy (3D ride) Hollywood Rip Ride Rocket (really long & high Roller Coaster!) Transformer 3D ride Men in Black shooting ride Terminator (it was closed when I went)  Diagon Ally (Shopping town for Wizards) was so well designed! Just like a movie! They did a wonderful job!  It is so hard to choose between Islands of Adventure and Universal Studio. They have both different features.  Islands of Adventure has Hogwarts castle as a main attraction, 3 water attractions and Jurassic Park, and Marvel town. For little kids, there is a Dr. Seusses town.  Universal Studio has Rip Ride Rocket Coaster (this was even scarier than the Hulk coaster), The Simpson town, The Mummy ride, Despicable Me and Shrek. For little kids, Woody Woodpecker’s town and water playground.  Both parks are amazingly fun! Use Express Unlimited if you have a day to visit here, it is worth it.(Otherwise use Single Rider lane to shorten the wait time). Average wait time here was 20-30 min. “Escape from Gringotts (Harry Potter)” ride was the longest, 45-50 min wait.  Many of the scary rides (roller coaster, Harry Potter, The Mummy) require you to your bags to put them in a locker. It is busy and take some times.  Harry Potter town is always busy so go there first in the morning.  You must go both parks when you are visiting Orlando!!!",2017-11-09
2255,5.0,Went there for the first time and was nothing else than impressed. Once again the Americans handled cues and logistics around the park perfectly. So much to see and do. We were only there for a day but we probably should have gone more days.,2017-11-09
2256,5.0,"Yet again we had a great time at Universal STudios. The rides are brilliant whether you like Coasters, 3D & 4D We were staying at the Royal Pacific so had Express queue included but it was fairly quiet anyway. All the staff (apart from 1!) that we came across were happy lovely people. The huge donut from the Simpsons area really must be tried. I shared one with my son and it was delicious. Not too sickly either.",2017-11-09
2257,5.0,"We went to Halloween Horror Night & loved it. Next day, from Island of Adventure, we took the Harry Potter train to Universal Studios. We couldn't find the Harry Potter area (though it was on the map) until we followed the crowd into another dimension!",2017-11-11
2258,4.0,"Yet again I thoroughly enjoyed my recent trip to Universal Studios, Islands of Adventure and Halloween Horror. The parks are just amazing and we always have a brill time.  Halloween Horror We have learned a lot over the years of attending and got it just right this time. We got the add on so we didn’t have to leave the park when it closed from during the day and we stayed in the holding area. I would recommend doing this to anyone attending as you get first access to the scare houses a wee while prior to park opening, it allowed us to go to 7 of the 9 houses over a couple of nights. The scare zones were amazing - the purge especially. It was incredible, it felt as if you were in the film. Scare houses were ace - it’s amazing the amount of work that goes into them.  Universal Studios and IoA The parks themselves you cannot fault but one thing that I have noticed since my last visit is that prices have gone up significantly for food and drink. We don’t mind spending money at all and when your in the parks they are incredible and you just want everything but it got to the point where you get fed up paying significant amounts of money for juice, water, snacks! Think this really needs to be looked at. We’ve already paid a fortune to get to Orlando as well as park tickets but the additional blow of the high prices just started to get annoying. Merchandise prices also - $15.95 for a keyring - I don’t think so. Overall like I say parks are amazing and can’t wait to visit again but I’ll defo be rethinking whether I just bring food and drink with me.  Big shout out to the cleaning staff, Road sweepers, street cleaners, restroom attendants - they are a credit to the parks as the parks were and always are immaculate!!!",2017-11-14
2259,5.0,Any trip to universal Orlando is always a great time we had such a great time from the moment we stepped foot there. The entertainment is excellent and the food my god so many great places to eat. I love the food the resturants are awesome city walk is great just a good time all the time can't wait to go back in 2018 😀,2017-11-18
2260,5.0,10 years ago we brought my 5 year old grand son 9 and 12 year old grand daughters to Florida they all three said they lived universal so much more than other Florida attractions.  So this year we brought my 7 and 5 year old grandson and they were absolutely thrilled with universal and said they only want to visit universal and they don't even want to go at all to any other Orlando attractions . We are coming back in February 2018 and they are so excited! Non Of us Can hardly wait!,2017-11-19
2261,5.0,We found out the hard way. They fixed the problem there for us but we burned up time getting new ones because both places have the same name.,2017-11-19
2262,5.0,"Compared to the Disney parks the Universal parks are much better. A lot of the rides, and there are more here, are sims/3 or 4 D including Dispicable Me, Transformers, Shrek, The Simpsons, ET and the Hogwarts Express to Islands of Adventure. The most extreme ride is the Hollywood Rip Ride Rocket whicd starts by going straight up, vertically until your at the top then all speed round the coaster, a real thrill ride. The indoor coaster Revenge of the Mummy also good. The parade is small but very enjoyable but dont miss it as it was only one a day. The queue for the Hogwarts Express to the other park was over an hour but this may have been down to the time of day as we went at 16.15 as the park officially shut at 5pm and Islands of Adventure open until 8pm. It is only about a 3 min journey and you wear sim glasses as the windows are computerised. It would have been quicker to walk between the parks",2017-11-19
2263,5.0,"Visited Nov 2017 as a couple. Rip ride rocket is fabulous, you choose your own music to ride and they video you as you ride and you can record it on your phone when you get off Transformers is very good. Minions was good but more for kids. Harry Potter ride not as good as IOA. We visited one afternoon arriving about 4.30 pm and there were no queues at all with longest wait being about 5 mins. well worth using single rider lines",2017-11-19
2264,5.0,I wanted to take a minute to write a review on how the park handled a terrible experience at the park.  My wife and I tried to eat at The Leaky Cauldron. They handled her food allergy very poorly (see my review of the restaurant). As we know how hard it is to eat out with a food allergy we wanted to inform the park so that it doesn't happen to others. Aimee in Guest Servers was very attentive and did what she could to make it right for us. She went above and beyond to fix the issue for us and ensure that our trip was still great. We really appreciate how the park handled our complaint.,2017-11-20
2265,3.0,The lines to ride a 3-D experience were no less than 60-80 minutes. Red Rocket roller coaster would be fun if not for the whiplash and bruises.,2017-11-21
2266,4.0,We visited here first when Islands of Adventure first opened. We loved it! So many years later and we still always do it when visiting IOA. It is such a fun ride with great music and atmosphere. This was probably the first of this type of ride in the area and the style has been copied now across so many new attractions. But this one is still good!,2017-11-21
2267,5.0,"Best Rides Harry potter, Transformers, Jimmy Falon, Shrek 4D, Minions....busiest maybe more than Harry potter, Mummy was also good but felt more like a rollercoaster ride than about theme. Shows are good...not to miss the superstar parade, horror special effects.. For kids ET is not miss able. The holiday parade at evening is really good...not to miss.... On Express if you come on opening n do busiest rides Harry n others first..n have one full day for Park...express not required. Suggestions for Universal...Allow people to atleast see the actual Hogwarts express n take pics as a small section of visitors take multi park tickets.",2017-11-21
2268,5.0,"I came here when I was about 3, so I don't remember much! But coming back at 23, was the best.  each and every person that worked there was amazingly polite, every one said happy birthday to my mum. She was treated like royalty!.  We ate everywhere! But I most enjoyed the monsters cafe! I was a little piggy and had a hot dog with pizza! And wow are them slices huge!!!  The place offers sooo much for all ages you don't feel silly walking around in all Disney or Harry Potter clothing your like part of the family!.  the ques for either food or three rides went down very quickly!!.  Thank you very much Karl! You were awesome! You got the best pictures of the family together so thank you for that!!!!!",2017-11-22
2269,5.0,wonderful park loved the rides thought that this was better then universal's island of adventure and the macy's day parade was great,2017-11-26
2270,5.0,We took our 4 year old on his trip to Universal he loved every minute of it and so did we as the parents. Looking forward to our next visit next summer.,2017-11-27
2271,5.0,Very fun way to spend Thanksgiving break. Not too busy and lots to do for all interest levels. Would go back again!,2017-11-28
2272,5.0,"Love this park, lots of rides- we had a fast passes and we glad we had them - regular lines are really long. Lots of fun for the whole family. parade was great, lots of places to eat! love it",2017-11-29
2273,5.0,Loved this park. Harry Potter area amazing. Every detail is special for all fans. Ride train. Mummy ride was actually one of our favorites there. Lots of different areas for all ages. My only complaint of both parks is how 4D has taken over. Way too many nauseous glasses wearing rides.,2017-11-30
2274,1.0,"We have been to Disneyland several times and have always enjoyed our experience with our children, however upon learning about Ollivanders at Harry Potter we were intrigued by it, after an hour wait we thought it was going to be worth it with good reviews about the experience, however it would have to be the worst time wasting experience ever- unless your a Harry Potter fanatic and even then it would surely disappoint many. Upon entry you are greeted by a lady who talks a few words about wands, then thinking we might be entering into an exciting room we are taken into the gift shop and that was it. I could not believe it. I won’t ever get my wasted one hour waiting in line again but unless you have time to spare this is a complete disappointment to Disney.",2017-12-04
2275,5.0,"Diagon Alley, San Francisco, New York, Spiderman, Race Through New York with Jimmy Fallon, The Mummy. Lunch at the Leaky Cauldron was yummy!",2017-12-04
2276,5.0,A must for Harry Potter fans. Lots of walking but express passes made the waits easier. Rides fun. Early access worth using to keep queues low.,2017-12-05
2277,4.0,"Very nice and expensive lol. Overall a great place for family and to walk around. Definitely a lot of shops, lounges and restaurants.",2017-12-10
2278,5.0,"We have the best time visiting universal studios, we have season passes and we go twice a year. Halloween horror nights is a must go!",2017-12-12
2279,4.0,"On this ride, they make it very 3D and realistic that makes it look like you are speeding through the New York streets in a street car watching the fights between Spider-man and all of the villains, and with my experience, it seems a little scary for younger ones because there’s a lot of screaming, and there’s one scene where it looks like fire is coming towards you, but it’s really not.",2017-12-13
2280,5.0,"Such a great place! The kings cross and Harry porter world is amazing! You get to choose your wand or a wand can choose you! Fun rides and a great place to visit! On crowded days you need the express pass or you would just be waiting! Simpson’s, jimmy Fallon, Harry Potter rise, MI-B, despicable me are some of our favorite rides! But Mummy is the best :)",2017-12-14
2281,5.0,"Had such a fun time here. No lines except for the Harry Potter world. I can see the place gets crowded, so don't know if I was just lucky or if off season.",2017-12-14
2282,3.0,We had the 2-park hopper tickets and started our day at Universal Studios. With front of the line passes on a Friday in early December (park was not busy) we easily got through the rides we were interested in by 11 (entered the park at 9). Unfortunately one of the shows we wanted to see didn’t start until 12 and we were ready to head to the other park well before that time.  One thing that was rather surprising / disturbing…. I put my bag in a finger-print activated locker while we went on the MIB ride. I could not get the locker opened after the ride (that’s ok – technology is not fool-proof). I got one of the workers to help me and she just opened the locker and let me take the contents without even attempting to verify it was my bag.,2017-12-16
2283,5.0,"Really enjoyed this park, specifically diagon alley. Very busy Friday-Saturday, decent crowds during the week. Fav rides MIB, Gringotts, mummy. Least fav ride transformers - too jerky kind of nauseating. Diner food and service was subpar. Duff beer decent and service was good.",2017-12-16
2284,4.0,"My family went and purchased the two day two park pass. We only lasted about 6 hrs, when it first opened the waits aren’t too long as they get later in the day. I recommend Jimmy Fallon, the mummy, and of course diagon alley (which is the first place you should head too because it gets packed.) If you’re pressed for time I would definitely skip transformers.",2017-12-20
2285,4.0,"Had a lovely time here, it was great,,! Warning food & drink at unerversal studios,! Very very expensive,$12 for small hot dog,! $6 for a drink,,,,,,,,its a shame its expensive,,,also we found becouse you do not live in florida your charged more money to eat in the resturants,!?",2017-12-20
2286,5.0,"I was not aware of the extensive amount of different characters/themes that were available until I got there, but each has it's own charm and enjoyment. Well worth every step.",2017-12-22
2287,3.0,Some very good rides but not if you don’t like any thing that can give you motion sickness! A lot of 3/4d rides. Very long ques at times. Staff very helpful and parks very clean.,2017-12-24
2288,4.0,"This place has rides that will get people's adrenaline juices going, but they scare the devil out of me. There are 3D similator rides for Shrek devotees, ditto for Despicable Me fans (love those Minions!), New York street scenes, San Francisco street scenes, and all leads to Harry Potter World at Diagon Alley hidden behind King's Cross station. There are many restaurants and snack stands available between the Port of Entry entrance and the various parts of this theme park. If you get your mug shot taken at the Port of Entry, the pretty photographer will give you a ticket to pick it up at a store on the street. There's a holiday parade around 5:30-ish, but it's nothing to write home about: just red-and-white-Christmas themed musicians and dancers marching and dancing throughout the park: the lady dancers were cute to look at. I had a late lunch at Richter's Burgers in the San Francisco part of the park. Don't bother going here: their burgers are not as juicy as advertised: if you want juicy burgers, go to Wendy's or Burger King. I had trouble getting one of those refillable Coke cups at this place, which downgraded my impression of this establishment. Also, if families have kids who want to get their sugar fix, they could do so at the adjacent bulk candy store. I already satisfied my sweet tooth craving by visiting Honey Dukes, and I didn't need to satisfy it further by buying more candy at this store. At least it wasn't as crowded as Honey Dukes was. Overall, the visitors are nice, and so are the ride operators and service staff. They helped me form a more favorable impression of this park than the Richeter's Burger place did.",2017-12-24
2289,5.0,"If the kids in your family aren't into princesses, this park is for you. This park really did have something for everyone. And the character encounters were fantastic. They truly get into their character & take time with every single person. While we enjoyed the coasters, we'll be talking about some of our character encounters for monts to come. Best vacation ever!!!",2017-12-25
2290,5.0,We had a great time on Christmas Day. If possible arrive as soon as gates open so that the wait time for rides are short.,2017-12-26
2291,5.0,"We visited Universal Studios (and Islands of Adventure) four or five times during our two week stay at a Walt Disney World Resort in October / November 2017. We purchased in advance 14 -day passes for the three parks (which you need to do if you want to enjoy fully 'The Wizarding World of Harry Potter', experience, as this part of the theme park extends over both Universal and Islands of Adventure). So rather than subjectively wax lyrical about what you should or shouldn't see, I'm just going to give you some pointers to help you maximise the enjoyment of your visit. 1. Be realistic about crowds. It's going to be crowded whenever you go (we were there over Halloween), and whether you like it or not, so prepare yourself for either forking out extra for Express Passes (we didn't) or waiting in long lines. The longest we waited was 50 minutes at 'Despicable Me Minion Mayhem'. On a couple of occasions we arrived at the park relatively early, and headed to the newer and popular rides and attractions first, such as Transformers The Ride-3D, and The Wizarding World of Harry Potter; wait times were not extortionate by any means. For other rides and attractions we waited no more than 30-45 minutes - and we did most of the attractions on offer. 2. Devote plenty of time to 'The Wizarding World of Harry Potter'. Of all the theme park attractions in the Orlando area (including Walt Disney World), it is by far the best. Experience it over a couple of visits if you can. It's been superbly created - full marks to the designers for their creativity and attention to detail; you'll miss all of that if you rush. The 'Harry Potter and the Escape from Gringotts' multi-dimensional thrill ride is a triumph, And the recreation of London's King's Cross Station, complete with departure boards and train announcements, is mind-blowingly accurate (I live in London and use King's Cross station frequently). You'll need dual-park entry to take the Hogworts Express to Hogsmeade Station, as it's in Islands of Adventure. 3. Check daily schedules for parade times, and get there in advance to secure a good viewing spot. 4. If you drive, you'll be parking in a vast multi-storey car park; take a photo of your location indicator, to help you find your car at the end of your visit! 5. Be prepared for security searches at the main entrance; minimise the amount of stuff you are carrying to speed the process, not only for yourself but for others. Enjoy your visit!",2017-12-27
2292,3.0,"Yesterday I went to Universal Studios with my mother, father and my brother. The first thing we wanted to do before walking around the park was to find a locker to put our belongings in. All the locker sections were fully occupied. When we finally found an empty locker, which we paid $10 for, the locking button was broken, so it did not close. The guest services line was too long to be bothered and lose our valuable time after paying a thousand dollar on entry tickets. We had to pay for another locker and did not receive a refund. For most of the rides we had to wait around an hour an a half to get inside. The lines were huge and people would cut the lines since theres no one supervising and it is not organized enough. This is trouble because you can cause conflict between others in the waiting line. After waiting for a long time, the Men in Black ride, Harry Potter Escape from Gringotts it was almost a waste of time. I was disappointed. In the escape from gringotts line i waited 1hr 40min to sit in the ride chair, when the waiting time said only 60 min and the ride lasted about two minutes.However, The city of Harry Potter is cool to look around and go to the stores and at night is even more magical and beautiful. The mummy ride was my favorite although i would have liked it to last a little more time for the time I waited in line. The park is a beautiful city to walk and experiment. The rides could be better! If you're planning to go. You MUST visit the park at night!",2017-12-27
2293,5.0,"This was the perfect way to start off my marriage to my lovely wife. Universal has everything we both love, from Harry Potter to Marvel and beyond. There was always something to do and to just have a great time. We really loved it and can't wait to go back! :)",2017-12-27
2294,5.0,"Came in just for 1 day before heading to Brandenton for a baseball tourney. Brought my son here for first time and we had a lot of fun even though cost roughly $250. Got on Transformers, Mummy, MIB and Harry Potter- love that area so well done. Ate in Simpson’s area- had chicken/waffle sandwich was good but messy and not a ton of flavor. Son of course had turkey leg-so ridiculous.",2017-12-27
2295,5.0,This was our second year of coming to universal for Christmas vacation. I was worried that we would get bored with this being a repeat. Happy to say we had a great time. Express pass is sooo worth it but not as good as the previous year. Looks like people are catching on. Rides are much better than disney for older kids.,2017-12-28
2296,5.0,"My family just returned from an amazing trip to Universal Studios Resort. We went to both Universal Studios and the Islands of Adventure during the busiest time of the year between Christmas and New Years. Based upon our experience, here a few survival tips: 1. Many online sources suggest staying at a Universal Resort hotel. Admittedly, there are benefits depending upon which hotel you stay at. All resort hotels include 1 hour early park admission. However, be advised that the early admission is to the Harry Potter sections only. Also, three of the hotels include the benefit of an Express Pass (more on that in a moment). We chose to stay a much cheaper hotel 4 miles away and paid for our own express passes. In the end we saved money. The resort hotels, while very nice , are insanely priced from $229 to $654 or more per night depending upon the hotel. In addition, they do not include breakfast, and charge $22 per night for parking. We saved approximately $1000 by not staying at a resort hotel. 2. Go to the park early. The throngs of people do not arrive until 11am or so. For the first few hours, you can get a lot of rides in prior to the herd arriving. Plan on getting to the park 30-60 minutes before the gates open especially on the crowded days. You can Google a crowd calendar to know that those days are before you go. 3. Pay for better parking. We paid $30 per day for Prime Parking. Standard is $20 per day. Again, the hotels still charge for parking at a rate of $22 per day. The Prime section gets you closer to the gate. You will still have approximately 10-15 minute walk to the security gate followed by another 10 minutes or so the park entrances. But, the less walking the better as the parks are huge. 4. Regardless of whether you may or may not think it is fair, the Express Pass is worth it; especially on busy to very busy days. For example, on time the Spiderman ride had a standard queue wait time of 120 minutes. However, we got on the ride in about 10 minutes with the Express Pass. Yes, you have to pay extra for the pass. Yes, the rate increases according to the time of year. However, you have to ask yourself if you want to wait in lines all day or ride the rides. You have two Express Passes to choose from, regular or unlimited. We paid for the unlimited version. The difference, the unlimited allows you to ride each ride as many times with the Express Pass as you want to (you do have to reenter the line each time). 5. Make reservations for all park restaurants for dinner. You will regret it if you don’t. I recommend at least eating a Mythos in the Islands of Adventure where the food, service, and atmosphere are top notch. We had a reservation and I overheard people who do not have one were being quoted waited times over 1.5 hours. 6. You may want to purchase either a Quick Service or Full Service Dining Plan. We used the Quick Service Plan = Meal and a snack each day. 7. Many rides have required lockers i.e. Hulk, Rip Ride Rocket, Revenge of the Mummy etc. When required they are free (time of the estimated wait for the ride plus a cushion). The locker sizes are 10x10x16. The one exception is the Hulk where the free lockers are half the size. 8. Use the Universal app which gives wait times. The lone deceptive wait time is for Harry Potter and the Forbidden Journey. The estimated wait time is only valid once you are in the ride entrance line. However, what they don’t tell you is that there could be a mile or more line just to get to the ride entrance within the castle. 9. Use a plan. We purchased a book. In general, visit Harry Potter sections first on very busy days. The parks are extremely fun, have very good food, and excellent customer service. But please, plan, plan, plan ahead.",2017-12-29
2297,5.0,"My girlfriend was telling me about this place for years! I wasn't to keen on a park like this. But, when I arrived my jaw dropped. The only word I can use to describe my experience was magical! It was the most fun I ever had on a group holiday with friends! Ads on tv and videos online do not do any justice. You have to go see this magical place for yourself",2017-12-31
2298,5.0,"I went to Universal on the 26th and the 27th of December and knew there would be crowds, but that didn’t stop me. I had an amazing time and enjoyed all of the shows, Sponge Bob, Pets, Dora and Despicable. The super star parade was awesome and the holiday parade was amazing. Would go again for Christmas even with the crowds!!",2017-12-31
2299,4.0,"Love these parks!!! Haven't been since they added Harry Potter area - we loved it all ;) The train ride was cool... We did a few new rides that we never did before, then went and did the old school rides the second day.  Shame to the people complaining in the last few reviews about the lines -- of course there are lines, its DECEMBER and the holidays - families traveling for Christmas and New Years - my Lord :) You get what you pay for and depends on how important you think things are -- yes, we waited on some lines - it was December 26 and 28th and the lines were LONG - we waited for the most important ones, some we by passed and went back too - first timers, I can see if you get overwhelmed.  We even had a wheelchair for my husband who hurt his knee the week before our trip - and a crutch - and NO... he didn't get special treatment with a wheelchair... no handicap accessibility -- we paid for the wheelchair so he can rest when we were on the rides, so he didn't have to find a seat on the side to rest and ice his knee. He still had to wait with us on the rides he did go on and was available to go on w/ a bum knee.  I will say people are inconsiderate... selfish --- all about them.. thats the sad part ;) I feel bad for people who cannot be considerate... that rant over! LOL  The christmas parade by Macy's was there - crowded, YES -- ONCE AGAIN, IT'S THE HOLIDAYS --- the resorts too - the traffic on i-4 - international drive too!! This is what happens you are a tourist and etc, just think if you lived here everyday and had to deal with all this traffic.  I'm sorry - you have to know what you are getting into when you come PEAK TIMES, Tourists - Europe USA anywhere, it's crazy -- Disney is the same - OK - Off my soap box now!!  We had a blast --- know before you go - we bought 2 day passes got 2 days free - 2 parks, had a TERRIFIC TIME!!! FAMILY TIME!!! Memories made!!! we didn't get fast pass lanes either...  Coming back in 3 months too for another trip - just us girls!! Leaving the boys home! LOL :)",2017-12-31
2300,3.0,"Thankfully, we went on a quiet day (11-29-17) because the line waits were just a few minutes. The Potter parks are SMALL. The rides & wand ceremony are SHORT. We both got motion sickness on the rides but they were fun. Shops lack variety but we liked the food & candy, e.g., frozen butterbeer & green fishy ale. IF YOU GO, CHOOSE A SLOW DAY. Research the Potter parks BEFORE you go in order to enjoy all the little gems, e.g., ask the goblin in the money exchange what his favorite color is. Maps are lacking & there are no staff to guide you so know what to do before you go! It was so quiet we did both Potter Parks by 2 PM & were able to explore the rest of Universal. We loved the King Kong ride & Dudley Do-Right (it's also fun squirting unsuspecting park ride visitors with water blasters). My friend loved getting a wand & casting spells but I was not impressed (you can see what the spells are before doing them when seeing what the person in front of you is doing). We enjoyed the bus driver/skull the most. Basically, the ONLY reasons we enjoyed the park is because we didn't have to wait in lines & did research ahead of time (to know how to find the little extras in the park). We are Potter fans & think you will like it but not love it due to the price (cost for 2 ~$500), how small the parks are, how short the rides & experiences are throughout, & the lack of variety in the shops. Could have been SO much better! They should consult with people like us because we have a lot of ideas to improve it!",2018-01-01
2301,3.0,Came back while in town for a family event to see the new Harry Potter World. Very disappointed. Had to buy the 2 park pass to see all of the Harry Potter attractions which was extremely expensive. We had been to Universal before the HP additions and were shocked at how dated and tired the old attractions seemed. HP World was incredibly packed even though we were there during the slow part of December and there was not much to do. Too many shops with the same stuff and people trying to get their wands to make things move to no avail. Both of the main rides broke down while we were on them and were so short that we were all disappointed. Staff seemed bored and uninterested in their jobs.,2018-01-01
2302,5.0,We made a one day trip here during our Disney vacation and the family actually enjoyed Universal better than DW. We bought a Fastpass since we were only going to be there one day and I am glad we did. It is worth the price to jump ahead and make the most out of your day.,2018-01-03
2303,1.0,"My party paid over $800 in entrance fees for this park. We’ve traveled from the UK, Ireland, New England and the Midwest to get here together for Christmas and attend this park. This will rank as THE worst experience for a visit to an attraction, ever. We arrived promptly at 9, and went straight to the first ride. We exited the ride at 11:30 am. We walked through the park, looked at shops. went to the second ride. Got in line. Stood in line for nearly four hours. Exited the ride at 4pm. No access to bathrooms during this time, so my mother had to exit the queue and never got to ride. My brother, who, admittedly, is a big man, is a semi-pro football player: he could not fit on a single ride. Not a single ride. Which meant his travel to FL to go to this park and his entrance ticket were completely wasted. Nor could he, had he chosen, purchase a t-shirt, as the largest size he could find was an XL. He’s too tall for a regular XL. We waited another 45 minutes in a queue for a sub-par burger that cost $15 per person. My mother and brother and his wife spent $120 on two slices of pizza -SLICES- and pasta. I can’t express how infuriating it is to spend this kind of money on terrible food, with terrible service, and nowhere to sit once it was purchased. After the 4 hour wait for a ride, it’s not even worth reviewing the ride itself, because who can enjoy it after being held hostage in a queue for that long? Please, travelers, spend a grand on your family with flights, or dinners, or buy a used car and a small pony. Whatever you do, don’t go to Universal Studios.",2018-01-03
2304,3.0,"My husband and I are big Harry Potter fans, so Diagon Alley was our main focus here. That alone was worth the visit. We rode the ""Escape from Gringotts"" ride, which lasted about 5 minutes after a 45-minute wait. However, the wait is interesting since you are guided down into the Gringott's bank as you get closer to the ride.  Since our visit was near Christmas, we saw the afternoon parade down the main street of Universal, which was really entertaining with great music. We had some snacks and drinks in the main street section after having been all through the Islands of Adventure Park (before coming over to Universal). Even though the scenery was done very well, right along with beautiful holiday decorations, we noticed that most of the storefronts were just facades rather than actual stores. We think it would be a much better experience if more of those facades contained actual stores. The Ghirardelli Chocolate store, for example, was a huge building, but you couldn't even buy chocolate there - it wasn't a real store.  We enjoyed our visit but probably won't go there again unless friends or our kids really want to go.  ***Also, and I'll mention this in my review of the Islands of Adventure Park, the Harry Potter features are split between the two parks, Islands of Adventure and Universal Studios. That means in order to see all of the Harry Potter-themed attractions, you have to buy a two-park ticket. The Hogwart's Castle and Hogsmeade are located in the Islands of Adventure Park while the Diagon Alley with Gringotts Bank is located in Universal Studios. You can ride the Hogwart's Express train between the two parks to get from one Harry Potter area to the other but don't think that all Harry Potter areas are in the same park, that's all.",2018-01-03
2305,4.0,"Defo more for kids, however, we went on rides, enjoyed food and drinks and made the most of our visit. LOVED the Transformers ride, and of course Harry Potter was amazing too. This resort is more for kids. Loved the area around the Studios though, great places for food and drink and to just chill while people watching. Great times!",2018-01-06
2306,4.0,Even though it was peak season & very busy we had a great time!!! The dining plan is well worth the purchase. Paid for its self by double the value.,2018-01-06
